question,answer
What is the link between serotonin and sleep-wake cycle ?,Sleep onset is reduced by taking tryptophan which is why it is a good thing to take milk before bed
Where is serotonin present in the GIT ?,In the chromaffin cells
Why is it important to have sufficient tryptophan in your diet ?,Because it has to be taken up by a transporter to cross the BBB but leucine also uses this transporter and therefore they have to compete for it
What is the link between serotonin and neuroendoctrine function ?,Involved in controlling release of hormones from the hypothalamus which controls release from pituitary gland May also affect anterior pituitary and adrenal cortex
What is the link between serotonin and circadian rhythm ?,Suprachiasmatic nucleus maintains the electro physiological outputs which repeat every 24hours and it receives a dense Input from serotonergic neurons Serotonin is also involved in modulating light effects which will contribute to circadian rhythms
Describe the structure of neuropeptides ?,Chains of 2 or more amino acids The adjacent amino acids are joined by peptide bonds Usually 3-36 amino acids long
What are the different families of neuropeptides ?,Opioid peptides - for endogenous pain \nGut-brain peptides \nHypothalamic - releasing hormones which affect other tissues \nPituitary hormones \nMiscellaneous peptides
What is the benefit of neuropeptides including the sequences of other neuropeptides ?,It means there is a large variety of neuropeptides to be made Eg beta-endorphin contains both alpha endorphin and methionine enkephalin
How are neuropeptides synthesised ?,Come from a large precursor protein made in rER called a prepropeptide At the rER the signal that tells the cell to secrete the peptide is removed creating a propeptide which goes to the Golgi apparatus And is packaged into asynaptic vesicle In the synaptic vesicle the propeptide is cleaved into active peptide by peptide see Vesicles are then transported to the axon terminal via micro tubules and by fast axonal transport
What is another name for synaptic vesicles containing neuropeptides ?,Large dense core vesicles - 90-250nm\nPresent in reserve pool of axon terminal
What happens to neuropeptides after there release !?,They are destroyed by peptidase so - not recycled
What factor helps to increase the diversity of neuropeptides ?,They are produced by genes which express an mRNA strand to the produce the peptide however the mRNA strand can be spliced differently allowing many different neuropeptides to be produced
What enzyme converts the prepropeptide into the propeptide ?,Signal peptidase - it clips the prepropeptide tail
What effect does cleaving the propeptide in the vesicle have ?,It means when it is cleaved there could be more than 1 active peptide in the vesicle- these peptides could enhance each other’s effects or they could oppose one another’s effects
What is the difference about the release of small molecule neurotransmitters and neuropeptides ?,Neuropeptides are stored in the reserve pool so they are further back so a larger frequency action potential is required to produce a larger influx of calcium ions to cause the release of neuropeptides
What does it mean by some neuropeptides can be released extrasynaptically ?,"Means that so,e neuropeptides can be released from the cell body - induced by calcium ions Eg is the release of substance P in dorsally root ganglion cells"
When small molecule neurotransmitters and peptides are colocalised what are the actions caused by the. ?,They can either be complimentary to one another or they may have completely different effects
What are some examples of colocalisation ?,CCK with dopamine in Mesolimbic and mesocortical pathways Galanin with acetylcholine in basal forebrain Enkephalins/substance P with GABA in basal gangliaSubstance P with serotonin in medulla VIP with acetylcholine in submandibular gland
What are the 3 modes in which peptides are expressed in neurons ?,"1- present at high levels under normal conditions - substance P2- normally expressed at low levels and unregulated as necessary by a stimulus - galanin, neuropeptide y 3- expressed early during development and then down regulated postnatally- somatostatin"
When are peptides referred to as neuromodulators?,When a neuropeptide is released alongside a small molecule NT and it interacts with the classical NT but has no effect of its own
Define: neuromodulator,Substance that modulates the action of neurotransmitters rather than having a direct physiological response of its own
What are neurohormones ?,Act as either a classical hormone or locally as a neurotransmitter or neuromodulator - produced by neurones or other cells They have more wide spread effects compared to neuropeptides
What is the pituitary gland ?,“Master gland”\nHas an anterior and posterior parts which secrete hormones which influence cells and basically all physiological functions
What controls the release of hormones from the pituitary gland ?,HypothalamusNeurosecretory neurons from the hypothalamus control release from anterior - the hormones released from hypothalamus are releasing ones or inhibiting ones
What is vasopressin ?,"9 aa peptide Synthesis of precursors occurs in paraventricular and suproptic nuclei of hypothalamus Released in the posterior pituitary gland and also in forebrain, spinal cord and BRAINSTEM nuclei Has 3 VP receptors - GPCRs"
What are the physiological roles of vasopressin ?,Regulation of fluid balance and electrolyte balance Regulation of blood pressure - vasoconstrictor Activates hypothalamus - pituitary- adrenocortical system during stress
What is neuropeptide y ?,36 aa peptide distributed in CNS and PNS Have neurosecretory and cardiovascular functions At least 5 classes of receptors Involved in promoting appetite - especially carbs
What are tachykinins?,"Broad family - substance P, neurokinin A, neurokinin B and neuropeptide K Apart from B they all come from alternative splicing of pre-protachykinin"
What are the receptors and affinities of tachykinin ?,"NK- 1,2,3 1- SP> NKA > NPK> NKB 2- NPK> NKA> NKB> SP 3- NKB> NKA > SP"
What is substance P ?,Neuropeptide which has a major function at sensory receptors in PNS Involved in transmission of somatosensory info mainly pain and inflammation When release at site of injury it sensitises the area
What are opioids involved in ?,"Controlling pain, immune responses and other body functions\nThey lessen pain and produce euphoria"
Give examples of endogenous opioids,"Dynorphins \nPeptide E and F \nAlpha, beta and gamma endorphin \nLeu- enkephalin \nMet- enkephalin"
What are the 3 propeptide that endogenous peptides are produced from ?,Proenkephalin Proopiomelanocortin Prodynorphin
Give example of an indolamine,Serotonin
Give examples of catecholamines,Dopamine NoradrenalineAdrenaline
Give example of an imidazoleamine,Histamine
How is dopamine synthesised ?,Tyrosine to L-dihydroxyphenylalanine by tyrosine hydroxylase L-dihydroxyphenylalanine to dopamine by dopa decarboxylase
Is tyrosine an essential or non essential amino acid ?,Non essential but we still take it in in our diet so there’s a plentiful supply of it
What does alpha- methyl-p-tyrosine do ?,Inhibits tyrosine hydroxylase It’s used as a research tool but not clinically because if it is given clinically then you wouldn’t be able to produce any of the catecholamines
What is the rate limiting step in dopamine synthesis ?,Tyrosine hydroxylase\nL-dopa can be given to bypass this rate limiting step
What drug if administered alongside l-dopa in the treatment of PD and why ?,Carbidopa Because L-dopa can be converted to dopamine in the periphery but we want it in the brain and dopamine can’t cross the BBB but L-dopa can so the carbidopa blocks periphery dopa decarboxylase
Where is dopamine within neurons ?,Some is stored in ready releasable pools - use VMAT transporter to put dopamine into vesicles Some is just present in the cytosol Some is in long term storage - in vesicles just further back from the active zone
What happens to dopamine once it’s released ?,1- some binds to pre and post synaptic receptors 2- some diffuses away from the cleft 3- some is taken back up into the terminal by a specific dopamine transporter
What are the dopamine receptors ?,"Metabotropic D1-D5 2 families : D1 like (1 and 5) and D2 like (2,3 and 4)"
How do D1 like receptors work ?,Linked to Gs\nActivate adenylate Cyclase \nIncrease cAMP \nIncrease pKA \nProton phosphorylation\nEg inhibits GIRK to cause depolarisation
How do D2 like receptors work ?,Linked to Gi Inhibit adenylate Cyclase Decrease cAMP Decrease pKA and protein phosphorylation EF cause opening of potassium channels causing inhibition These are the most important ones for drug therapy but most drugs are not selective
How is dopamine reuptaken ?,Taken up by specialised transporter - reducing its effects\nIt is a probable site for drug action
What do amphetamines do ?,Block uptake transporter and increase levels of dopamine in the synaptic cleft Also reverses the transporter to increase the release of dopamine from the cytosol
How does cocaine work ?,Blocks dopamine up take transporter so enhances dopamines effects
What are 2 examples of therapeutic dopaminergic drugs ?,Benzhexol and amantadine
What is cocaine ?,Alkaloid found in leaves of South America shrub erthroxylon coca Powerful psychostimulant Acts of dopaminergic pathways involved in reward Primarily blocks reuptake in the midbrain causing exhilaration
What are amphetamines ?,Synthetic compound Psychomotor stimulant Many sympathomimetic effects Inhibits uptake of catecholamines and inhibits mono amine oxidase so stops them being broken down
What are the 2 pathways involved in dopamine catabolism ?,Monoamine oxidase - 90%\nCatechol-o-methyltransferase -10%
Describe the MAO catabolism pathway for dopamine.,"Dopamine to 3,4-dihyroxyphenylacetylaldehyde by MAO3,4-dihydroxyphenylacetylaldehyde to 3,4-dihydroxyphenylacetic acid by aldehyde dehydrogenase 3,4-dihydroxyphenylacetic acid to homovanilic acid by COMT"
Describe the COMT pathway to catabolise dopamine,Dopamine to 3-methoxytyramine by COMT3-methoxytyramine to 3-methoxy-4-hydroxy-phenylacetylaldehyde by MAO3-methoxy-4-hydroxyphenylaldehyde to homovanilic acid by aldehyde dehydrogenase
Where is MAO found ?,In membrane of mitochondria 2 types a and b Dopamine metabolised by both
What happens to dopac and hva ?,Dopac can be eliminated directly whereas hva is eliminated in the CSF
What is an example of a MAO inhibitor ?,Phenelzine
Which 2 areas of the brain are dopaminergic cell bodies clearly visible ?,Substantia nigra pars compactaVentral tegmental area They are both nuclei of the midbrain
Why is the substantia nigra black?,Due to high levels of melanin
What are the 3 dopaminergic pathways from the midbrain to telencephalon areas ?,Nigro-striatal = substantia nigra to striatum to putamen to cortex for initiating movement Mesocortical and Mesolimbic pathways from ventral tegmental area
What are the 4 interconnected subcortical nuclei of the basal ganglia ?,Substantia nigra Subthalamic nucleus Striatum Globus pallidus
What is the cell group name of the dopaminergic neurons in the substantia nigra ?,"Neuronal cell group A9\nTerminate in the striatum which is made up of the caudate nucleus, putamen and ventral striatum"
What is the mesocortical pathway ?,"Arises from ventral tegmental area -A10Innervates hippocampus, amygdala, septum, prefrontal cortex and other limbic systems Important in higher cortical functions such as memory, emotion and thought"
What is the Mesolimbic pathway ?,"Arises from the ventral tegmental areaInnervates the nucleus acumbens and olfactory tubercle Important in arousal, locomotor activity, reward, motivation and affective States"
How is noradrenaline synthesised ?,Dopamine to noradrenaline by dopamine beta-hydroxylase This enzyme is only found in noradrenergic neurons Noradrenaline is only produced inside vesicles not in cytosol
How is adrenaline made ?,Noradrenaline to adrenaline by phentolalanine methyltransferase -PNMT PNMT is mainly found in adrenal medulla
How is noradrenaline stored ?,In synaptic vesicles Put into them by transvesicular proton gradient Reserpine can block this transporter
What did reserpine use to be used to treat and why is it no longer used ?,"Use to be used to treat hypertension because it blocked the release of noradraline which causes vasoconstriction of blood vessels But it meant that no noradrenaline was released and this caused high incidence of depress,ion and suicide"
What are the adrenoreceptors ?,Alpha (1+2) and beta (1+2+3)\nGPCRs
How do alpha-1 receptors work ?,Activate phospholipase c Increase IP3 and DAG Increase intracellular calcium Inhibits potassium leak channels and causes EPSP
How do alpha-2 receptors work ?,Inhibit adenylate Cyclase Decrease cAMP Activates voltage gated potassium channels and cause IPSP
How do beta- receptors work ?,Activate adenylate Cyclase Increase cAMPClose potassium leak channels and cause EPSP
Where are noradrenergic neurons in the brain ?,Mainly localised to the locus coerulus in the pons/medulla and reticular formation. Axons from locus coerulus project rostrally to almost all brain area Are descending axons to spinal cord and brain stem
What colour does the locus coerulus appear and why ?,Blue due to the large amount of noradrenaline
What are the functional roles of noradrenergic neurons ?,Arousal and mood - cells in lc implicatedBlood pressure regulation -synapses in medulla are part of baroreceptor reflex Wakefulness and alertness -
What are th effects of noradrenaline release in the CNS?,"Predominately a neuromodulator Modulates inhibitory and excitatory inputs Reduces firing rates in the cerebellum, cochlear nuclei and auditory cortex but increases their excitation by afferent innervation"
How many amino acids make up the D1 receptor?,446 3rd and 5th domains and extracellular loop that bind dopamine Intracellular 3rd loop interacts with Gs protein
What do the D2 receptors often act as ?,Autoreceptors\nHeteroreceptor in cholinergic neurons
What can excessive dopamine cause ?,Schizophrenia\n\nantipsychotics and neuroleptics treat this disorder because they have a high affinity for dopamine receptors and block the release\nalthough their effects are beneficial in the limbic and cerebral cortex they reduce fine motor control in the basal ganglia and cerebellum
What are metabotropic receptors ?,Coupled to intracellular proteins which transduce the signal to the cell interior 7 transmembrane domains Single subunit Effects are longer lasting as they activate 2nd messenger systems
What are ionotropic receptors ?,Ligand gated ion channels\nForm an ion channel that’s allows the passage of ions which either depolarises or hyperpolarises the cell
What is current ?,Measure ion flow\nIf the flow is inwards then it produces a downward deflection and if it is outward it produces an outward deflection
If you get an inward positive current what happens to the postsynaptic potential ?,Excitatory potential which becomes more positive creating a upward deflection
What is temporal summation ?,Activating the same synapse with EPSPs in quick succession - combining of EPSPs helps to produce an action potential
What is spatial summation ?,This is when a neurone is activated by more than one PSP
What is another name for ionotropic acetylcholine receptors ?,Nicotinic acetylcholine receptors because nicotine is an agonist to them
What is the general structure and function of nicotinic acetylcholine receptors ?,"5 subunits- 2-alpha, beta, gamma and delta - has to have 2 alpha subunits to bind the 2 acetylcholine molecules - each subunit has 4 transmembrane domains - 1 of these domains always faces inwards and it is the amino acid helix of this which determines which ions can pass through Form a complex with a pore that’s closed at rest Binding of acetylcholine causes pore to open for <1ms to allow ions through - sodium and potassium"
Which domain of each subunit in nicotinic acetylcholine receptor faces into the channel ?,Domain 2 - the negatively charged amino acids form the selectively filter
What happens to nAChR when the concentration of acetylcholine increases ?,Increases the number of times the channels open\nIncreases the length of time the channels are open
What are the subunits for nAChR in muscle ?,"2 alpha, beta, delta, gamma or epsilon - gamma or epsilon is dependent upon the stage of development Binds alpha- bungarotoxin"
What subunits for nAChR are present in the brain ?,Either 3 alpha and 2 beta or 5 alpha\nMostly doesn’t bind alpha- bungarotoxin
What effect does changing the subunits of an ionotropic receptor do ?,It alters the properties of the channels
What are the ionotropic receptors for glutamate ?,AMPA Kainate NMDA Each of these receptors have a variety of subunits to alter the properties
What are NMDA receptors important for ?,Learning and memory
What are AMPA receptors important for ?,Most important for glutamate excitation\nWhen lots of synaptic activity occurs it is these receptors which activate he NMDA receptors
What are kainate receptors important for ?,They seem to have an involvement in epilepsy
How many subunits for glutamatergic receptors have ?,4 they are tetramers
What are the types of AMPA receptors ?,"GluR1 + GluR2 which is the most common type, allowing only sodium and potassium ions through GluR1 + GluR1 which also allows calcium through - these are unregulated when there is lots of synaptic activity and the ability to let calcium through means there is a larger depolarisation and the response lasts longer because it can act as a second messenger"
What is the structure of an NMDA receptor like ?,2 NR1 subunits - binds glycine 2 NR2 subunits - bind glutamate Allows sodium potassium and calcium ions through Rest it’s blocked by magnesium ion preventing the passage of any ions
What can ions flow through NMDA receptors ?,Only if there has been sufficient depolarisation by AMPA receptors to inhibit the driving force of the magnesium ion so that it leaves the channel If another action potential occurs then it will be open to allow the passage of ions Enable flow at high frequencies
What is an example of an antagonist for AMPA/kainate receptors ?,NBQX
What is an example of an antagonist for NMDA receptors ?,APV
What are GABAa receptors like ?,Ionotropic Allow chloride through Causes hyperpolarisation Have many modulatory binding sites which alter the effects of GABA binding
Which acetylcholine receptors are more prominent in the brain ?,Metabotropic
What are the metabotropic acetylcholine receptors like ?,"5 types of receptors 1,3 and 5 are coupled to PLC 2 and 4 are coupled to adenyl Cyclase"
What are the metabotropic glutamate receptors like ?,"8 different ones Class 1 = 1 and 5 - coupled to PLC Class 2 = 2 and 3 - decrease cAMPClass 3 = 4, 5, 6, 7 and 8 - autoreceptors"
what did the organs of balance originate from ?,lateral line organs small pits along the animals side which contain hairlike sensory cells the cilia project into a gelatinous substance and detect vibrations
what is the function of the vestibular system ?,"monitors position, movements of the head, helps give us the sense of balance and helps us coordinate movements of the head and eyes"
what are the 2 main structures of the vestibular labyrinth ?,otolith organs and semicircular canals
what do the otolith organs detect?,detect force of gravity and tilts of the head
what do the semicircular canals?,sensitive to head rotations
what makes up the otolith organs ?,saccule and utricle
what makes up the semicircular canals?,3 arcing structures lying in orthogonal planes
what is the macula ?,it is the sensory epithelium within the otolith organsit is vertically orientated in the saccule it is horizontally orientated in the utricle they contain hair cells lying along a bed of supporting cells and projecting into a gelatinous cap on top of the gelatinous cap are otoliths which are tiny crystals of calcium carbonate which are very sensitive to tilting of the head
what the process that occurs when the head angle changes or accelerates?,forces is exerted on the otoliths force exerted in the same direction on the gelatinous cap causing it to move slightly this causes the cilia to bend bend towards the kinocillium it causes depolarisation but when they bend away from the kinocillium it causes hyperpolarisation
what happens to the otolith organs on each side of the head?,they are mirror images of each other so head movement excites hair cells on one side and inhibits hair cells in corresponding location on the other side
what acceleration is detected by the otolith organs and the semicircular canals?,otolith organs- angular acceleration\nsemicircular canals- linear acceleration
where are the hair cells in the semicircular canals ?,clustered in sheets of cells called crista crista is in a bulge of the canal called the ampulla hair cells project into the gelatinous cupula kinocillium ampulla are all orientated in the same direction
when do the cilia bend in the semicircular canals?,when the semicircular canal is rotated the movement of the endolymph exerts forces onto the cupula which causes the cilia to bend causing either excitation or inhibition
what is the acitvity like in the vestibular axons at rest ?,fire a lot at rest so activity of the semicircular canals increases/decreases the activity of the axons
what is the central vestibular pathway ?,"otolith organs of the vestibular labyrinth projects to the lateral vestibular nucleus and this projects to the cerebellum and spinal motor neurons which control the leg muscles-this projection occurs in the vestibulospinal tract semicircular canals of the vestibular labyrinth project to the medial vestibular nucleus and this projects to the VP nucleus of the thalamus and then onto the cortex, it also projects to the extraocular motor neurons and motor neurons of the trunk and neck muscles to orientate the head (in medial longitudinal fasiculus)"
What extra molecule does glutamate have compared t aspartate ?,A methyl group
What are the 2 excitatory neurotransmitters in the brain ?,Glutamate (main one) and aspartate
Are glutamate and aspartate essential or non essential amino acids ?,Non essential because they can be made in the body
What is the abundance of glutamate and aspartate in the brain ?,Glutamate - 186mg/100g\nAspartate - 114mg/100g
What is pathway 1 for the synthesis of glutamate ?,"It is made by glycolysis, the oxidative metabolism of glucose Glucose to pyruvate to acetyl CoA which enters Krebs cycle and is converted to alpha- ketoglutarate to glutamate The final step is known as transmigration by amino transferase"
What is pathway 2 in the synthesis of glutamate ?,Glutamine is converted to glutamate by glutaminase Preferred pathway Glutaminase undergoes product inhibition so once enough glutamate has been produced it creates a negative feedback loop preventing more being made
What is the glutamine cycle ?,Glutamine is converted to glutamate by glutaminase - this is mostly present in nerve terminal Glutamate is converted to glutamine by glutaminase synthetase - mostly in astrocytes
What 3 types of cells are present in the glutamine cycle ?,Presynaptic neuron Postsynaptic neuron Glial cell
What happens to glutamate after its release ?,It is taken up by glutamate transporters back into presynaptic nerve or more preferentially by glutamate transporter into glial cell In glial cell it is converted to glutamine and then released to be taken up. by presynaptic nerve
How is glutamate broken down ?,"1- glutamate synthetase = breaks down glutamate into glutamine - mainly occurs in glia2- reversal of transaminase reaction = break down glutamate into alpha- ketoglutarate -occurs in mitochondria 3- glutamate dehydrogenase = glut,ate broken down to alpha- ketoglutarate in mitochondria - used to re manufacture glutamate"
How is glutamate stored into vesicles ?,By VGLUT1-3 transporter - low affinity tranpsorter (1-2mM) because there is such as high concentration of glutamate in the cytosol. Dependent upon proton anti porter system - ATP is converted to ADP causing protons to enter the vesicle - the VGLUT is then able to exchange the proton for a glutamate molecule
How is glutamate released from the nerve terminal ?,Released by vesicular release however if the cytosol concentration is too high then it can be released by reversing the transporter
What is the transporter for glutamate like in the presynaptic membrane/glial cell ?,"It has a high affinity for glutamate - 10-40micromolar because the concentration of glutamate isn’t as high in the synaptic cleft Low specificity - L-Glu, L and D asp, cysteate - these were originally describes as being of 3 types - neuronal, cerebellar and astrocytic but now it been discoverd there are at least 5 EEAT1-5"
Facts about glutamate transporter subtypes,525-573 amino acids n55% homology 6-10 transmembrane domains Important in disease States - abnormalities of these have been shown in als - increased levels of glutamate cause degeneration of neurons
Where are each of the glutamate transporters found ?,"1- neurons and glia- in Bergman glia, cortex, hippocampus and cerebellum 2- astroglia- 3- neurons4- cerebellar purkinje in rat and human CNS 5- primarily in reTina"
What are the receptors of glutamate like?,"Metabotropic - mGluR1-8 - slow and modulatory\nIonotropic - kainate, AMPA and NMDA - fast transmission"
What are the class 1 metabotropic receptors and what do they do ?,mGluR 1 and 5\nLinked to phospholipase c and increase IP3 causing release of calcium from intracellular stores
What are the class 2 metabotropic glutamate receptor and what effect do they have ?,mGluR 2 and 3\nDecrease levels of cAMP
What are the class 3 metabotropic glutamate receptors and what effect do they have ?,"mGluR 4, 6, 7 and 8\nAutoreceptors"
What activates class 1 and 2 metabotropic glutamate receptors ?,Trans-ACPD and quisqualate
What activates class 3 metabotropic glutamate receptors ?,Not affected by trans-ACPD or quisqualate Activated by L-AP4 and L-SOP They also inhibit adenylate Cyclase so the different drugs which activate it makes it distinguishable from the class 2 receptors
"What are agonists, antagonists, channel blockers, modulators and co agonists of NMDA receptors ?","Agonists- glutamate and aspartate \nAntagonists- APV \nChannel blockers - ketamine, magnesium, PCP and MK801 \nModulators - magnesium and polyamines\nCoagonist- glycine"
What are agonists and antagonists of AMPA and kainate receptors?,Agonists - glutamate and quisqualate\nAntagonist - CNQX
What effect does polyamine have on NMDA receptors ?,Binds to its modulatory site and prevents activation of the channel
What happens when glycine and NMDA bind to NMDA receptors ?,If only one of these molecules binds then there is no effect Response occurs when both bind
What happens when glutamate and glycine bind to NMDA receptors ?,When just glutamate binds it causes a slight depolarisation but when both glutamate and glycine bind the effect is much larger
Explain long term potentiation,If you repeatedly stimulate the preferent pathway of the ca1 region of the hippocampus then you will repeatedly see EPSPs in the postsynaptic neuron If you then strongly excite the preferent pathway (100Hz for 1-2secs) this causes a conditioning trainImmediately after this conditioning train you see an increase in the size of EPSP\nIt fades away after a while but remains at a higher amplitude for a while Therefore the strength of the synapse has changed so it is believed to be the first steps in forming memory
What is long term potentiation involved in ?,Involved in memory formation an learning\nIt changes the plasticity of the synapse
How does LTP cause synaptic plasticity ?,"The conditioning train causes sustained depolarisation so it will cause the magnesium block of NMDA receptors to be removed This allows sodium and calcium ions through Increase in calcium increases protein kinase c\nMetabotropic receptors will also be activated and this increases intracellular calcium ions Causes a signalling cascad in the postsynaptic neuron which causes phosphorylation of AMPA receptors increasing their activity , causes changes in gene expression and changes in the synapse such as structural changes and he number of receptors"
What happens in neurotoxic cell death ?,When there is a calcium overload Prevents sodium/potassium ATPase working properly which causes depolarisation of the cell Causes unblocking of NMDA receptors so calcium enters This can cause strokes
What is epilepsy.?,Overstimulation of the glutamatergic system
What is riluzole used in and why ?,Used to slow decline of als by increasing glutamate uptake
What happen to glutamatergic system in ischaemia ?,Causes cell depolarisation Causes glutamate release Increases intracellular calcium Causing the release of professes and other intracellular enzymes which can lead to damage of neurons and glia
what drugs can be used to increase the levels of serotonin in the synaptic cleft and how do they work ?,fenfluramine- reuptake blocker\nP-chloroamphetamine- blocks reuptake transporter and causes the release of any serotonin in the cytosol
when does serotonin suppress appetite?,when there is increased levels in the synaptic cleft
what serotonin receptors are thought to be involved in appetite?,5HT2c because rats without this receptor became obese
what is the link between serotonin and aggression?,low levels of serotonin in the synaptic cleft patients tend to have low levels of 5HIAA in the CSFaffective aggression pathway- basolateral nuclei of the amygdala to lateral hypothalamus to PAG
what is the link between serotonin and depression?,low levels of serotonin seem to be implicated in depression SSRIs are used in the treatment to block reuptake transporter - these have contradictory effects compared to fenfluramine in that they increase cravings for carbs
what is the link between serotonin and alcohol dependence ?,low levels of serotonin are thought to increase your need for alcohol thought to interfere with serotonin involved with the mesolimbic pathway involved in reward fenfluramine helped to reduce dependence
what is the link between serotonin and sleep onset ?,precursor of serotonin is trytophan and serotonin can be metabolised to melatonin in the pineal gland which is involved in inducing sleeptherefore taking trytophan before sleep can reduce the onset of sleep involved in circadian rhythm because the suprachiasmatic nucleus which controls this physiological rhythm receives dense serotonergic inputs
explain merkel’s disks?,"dome structure on top of an axon terminal located in the epidermis/dermis boundary detects shape, form, texture and rough edges"
explain ruffini’s endings?,"nerve terminal intertwined with collagen fibres located deep in the dermisdetects identation, stretch and lateral movements of the skin"
explain meissner’s corpuscles?,looping axonal terminal intertwined with supporting cellslocated just below the epidermis detects 30-50Hzdetects rough texture and movements
explain pacinian’s corpuscles?,sensory axon surrounded by fluid filled capsules located deep in the dermisdetects vibrations of 250-350Hzdetects fine texture and movements
what are phased neurons ?,fire a burst of activity and then shut down
what are tonic neurons?,fire constantly
what are accommodating neurons ?,initially fire rapidly but then get slower and slower until the stop firing
what are spontaneous active bursting neurons?,pacemaker neurons which dont require external stimulus\noscillate without external input and shut down automatically
what is the affective aggression pathway of serotonin?,basolateral nuclei of the amygdalato lateral hypothalamusto PAG
what is the predatory aggression pathway of serotonin?,corticomedial nuclei of the amygdala to lateral hypothalamus to ventral tegmentum
what does the utricle detect ?,linear acceleration
what happens when the otolithic membrane moves?,activates the utricle and saccule
what happens to movements when the activity in the direct pathway in the basal ganglia is increased ?,increases likelihood of movement
what happens to movements when the indirect pathway is activated in the basal ganglia?,decreases likelihood of movements
what happens when dopamine is released in the striatum ?,increases movement\nactivates the direct pathway and inhibits the indirect pathway
what happens when the VA/VL nuclei of the thalamus are activated ?,it increases movement
what are thee 5 cell types in the cerebellar cortex ?,purkinje cells \ngranule cells \ngolgi cells\nbasket cells \nstellate cells
what cells of the cerebellar cortex actually leave the cerebellum ?,purkinje cells are the only ones that have axons to leave the cortex
what cells of the cerebellar cortex are excitatory ?,only the granule cells
what cells of the cerebellar cortex dont interact with the purkinje cells ?,only the golgi cells
what are the parallel fibres ?,axons of the granule cells
explain the pyramidal tract/corticospinal tract?,passes through internal capsule decussates within the medullary pyramidshas the majority of axons in the lateral portion axons which dont decussate travel in the anterior portion
What is the basal ganglia and frontal cortexs actions in the hierarchy ?,Deciding and initiating a task\nAll senses project into these structures
What is the pathway for functional hierarchy of motor systems?,General strategy - plan - build a motor programme - execution of a programme - movement - end point
What is the function of the cerebellum and primary motor area in the hierarchy of motor output ?,"Reaching\nProprioceptors, vision and hearing project into cerebellum and colliculus to localise reaching"
What is the function of the primary motor cortex in the hierarchy of action ?,"It’s involved in grasping and actually carrying out the activitySkin, joints and muscle project into M1 and reticular formation for manipulation of grasp"
What is the direct pathway from the motor cortex to spinal cortex ?,Primary motor cortex and medial and lateral Premotor cortex to lateral part of the ventral horn - this is to initiate movements of distal limbs
What is the indirect pathway from the primary motor cortex to spinal cortex ?,Primary motor cortex and medial and lateral Premotor cortex to reticular formation to medial parts of ventral horn - to make postural adjustments which support movement
What is the purpose of the descending upper motor neurons from basal ganglia to motor cortex ?,"Planning, initiating and directing voluntary movements"
What is the purpose of the descending upper motor neurons projection to the BRAINSTEM centres ?,For basic movement and postural control
What are the main functions of brain in motor control?,"Initiation, integration and coordination"
What are the main functions of the spinal cord in motor movements ?,"Simple reflexes, coordination, pattern generation and integration"
How are the motor systems organised ?,In hierarchical and parallel arrangements\nThis ensures that the motor output doesn’t fail
What areas do the Premotor areas directly control ?,Primary motor cortex BRAINSTEM Spinal cord
What are the 3 cortical pathways ?,"Lateral corticospinal tracts - skilled limb movements Ventral corticospinal tracts- axial muscle control Corticobulbar tracts - controls facial muscles, jaw muscles, muscles for speaking and swallowing"
What are the 4 BRAINSTEM motor pathways ?,Rubrospinal tract - originates in red nucleus and is involved in limb control Tectospinal tract -  originates in superior colliculus and is involved in head-eye coordination during gazeReticulospinal tracts involved in many autonomic movements and posture Vestibuli spinal tracts - posture and balance
What pathway only terminates on motor neurons in humans and primates ?,Corticospinal
What is a motor unit ?,Motor neurones associated with their muscle fibres creating a functional entity
How do motor units vary ?,Size Amount of tension produced Speed of contraction. Degree of fatigability
Where motor neurons which innervate axial and distal musculature located ?,Axial- located medially\nDistal -  located laterally
In motor control why do we have a feedback system and what structure is involved in this ?,Takes into account any errors and the cerebellum is involved Ensures that a task is carried out meaningfully
What do alpha motor neurons innervate ?,Skeletal muscle
What is a motor neuron pool ?,Collection of alpha motor neurons that innervates a single muscle
What are the 3 inputs to lower motor neurons ?,1- dorsal root ganglion cells with axons to innervate muscle spindle to provide feedback on muscle length 2- upper motor neuron inputs from motor cortex and BRAINSTEM for initiation and control of voluntary movements 3- interneurons in the spinal cord which can be excitatory and inhibitory and these generate spinal motor programmes
Describe fast motor units,Rapidly fatiguing white fibres\nAlpha motor neurons are bigger with large diameters for fast conduction
Describe slow motor units,Slowly fatiguing red fibres\nAlpha motor neurons are smaller with smaller diameters for slower conduction
What are muscle spindles ?,They are proprioceptors They have group 1a sensory axons wrapped around their centre to detect stretch of the muscle - this is important feedback because it stops the muscle tearing Group 1a axons fire more when muscle is stretched
Where do group 1a axons project into and what do they synapse with ?,Project into spinal cord via dorsal roots Synapse with interneurons and alpha motor neurons When 1a synapses onto alpha motor neurons it causes them to increase their firing rate
How is an action potential generated in group 1a axons ?,The axons have mechanosensitive ion channels which open when muscle is stretched
What are extrafusal muscle fibres ?,On outside of spindle and form bulk of muscle\nOnly these fibres are innervates by alpha motor neurons.
What are intrafusal muscle fibres ?,Fibres that lie within fibrous capsule\nInnervates by gamma motor neurons - innervate the fibres at 2 ends of the spindle
